created_at,text,cleaned_text
Sun Aug 31 23:42:30 +0000 2025,tapi sumpah guyss jgn rusak fasilitas umum karena itu kitaa yang pake rambu lalu lintas itu kmren kelist tu rusakk woi lampunya jadi redup bngett bahayaa kalo jadi berantakan jalan raya nii ga kondusif lagi mana orang lagi sibuk yakan,sumpah guyss rusak fasilitas kitaa pakai rambu lintas kmren kelist rusakk woi lampu redup bngett bahayaa kalo beranta jalan raya nii kondusif orang sibuk yakan
Sun Aug 31 23:38:21 +0000 2025,Beneran gw pas jalan kerja di gojek nangis sedih banget liat halte busway Senen nyaksiin sendiri rusak parah dan banyak coretan kaya patah hati banget ,beneran jalan kerja gojek nang sedih lihat halte busway senen nyaksiin rusak parah coret kaya patah hati
Sun Aug 31 23:29:04 +0000 2025,Mobil Dinas Kesulitan di Jalan Rusak Warga Pilih Rekam daripada Bantu https://t.co/65JFEZERff,mobil dinas sulit jalan rusak warga pilih rekam bantu url
Sun Aug 31 22:46:43 +0000 2025,helehhhh prett bgt orang jepara aslinya gamau ribet pusingin ini itu jalan rusak sampe sedalem palung mariana aja mereka gaada komplain sama sekali sampe banyak kecelakaan gaada tuh dibenerin sama pemerintah trs cuma ditambal dan masih sama tetep banyak bolongnya,heleh prett orang jepara asli gamau ribet pusingin jalan rusak sampe dalem palung mariana tidak ada komplain sampe celaka tidak ada tuh dibenerin perintah tambal tetep bolong
Sun Aug 31 22:33:25 +0000 2025,@yorselves Apakah adil rakyat yg mati gegara lubang di jalan karena kualitas jalan yg dikorupsi? Apakah adil irigasi pertanian rusak gegara kualitas irigasi yg terkorupsi? Apakah adil generasi muda tenggelam dlm kebodohan karena anggaran pendidikan yg dikorupsi?,user adil rakyat mati gegara lubang jalan kualitas jalan korupsi adil irigasi tani rusak gegara kualitas irigasi korupsi adil generasi muda tenggelam bodoh anggar didik korupsi
Sun Aug 31 18:34:54 +0000 2025,@alisyarief Jangan rusak fasilitas tapi kejar orang orang nya... karena otak orang orang yg duduk di dpr sudah tidak pada mikirin masyarakatnya... cuman mikirin duit... kerjaan ndak ada.. jalan jalan keluar negeri gaji utuh besar... reses aja di bayar....,user rusak fasilitas kejar orang orang otak orang orang duduk dpr mikirin masyarakat cuman mikirin duit kerja ndak jalan jalan negeri gaji utuh besar reses bayar
Sun Aug 31 16:50:43 +0000 2025,@SwaggyMoYT @Elektroo12_ ANJINK GOBLOK. Dari dulu jg DPR yg RUSAK NEGARA. Loe pikir KEBIJAKAN PRESIDEN itu bisa jalan TANPA PERSETUJUAN DPR ??? Bawa kmari KEBIJAKAN JOKOWI TANPA PERSETUJUAN DPR itu apa wahai ANJINK GOBLOK ??? 1x aja BIKIN KEBIJAKAN sendiri itu PRESIDEN BISA LGSG DIPECAT. Ngerti ga ANJINK,user user anjink goblok dpr rusak negara loe pikir bijak presiden jalan tuju dpr bawa kmari bijak jokowi tuju dpr anjink goblok bijak presiden lgsg pecat ngerti anjink
Sun Aug 31 16:13:09 +0000 2025,Stay safe ges yg mau ikut turun besok. Sekolah dan tmpat les udh pada diliburin. Semoga jgn sampe ngerusak fasum yah (soalnya jalan rusak aja gk dibener2 rin apalagi fasum rusak)️,stay safe ges turun besok sekolah tmpat les udh diliburin moga sampe ngerusak fasum yah jalan rusak dibener rin fasum rusak
Sun Aug 31 16:02:38 +0000 2025,@kanggalongratis Ga diliburin kah rijjak? Sekolahku sih diliburin karna jalan tempat sekolahku berdiri itu jadi salsatu jalan yg bakal dipake sama pendemo dan sekolahku di PUSAT KOTA alias kepepet jalan raya &amp; jalan tikusnya juga rusak parah.. so we're not taking the risk of getting trapped there,user diliburin kah rijjak sekolah diliburin karna jalan sekolah diri salsatu jalan dipake demo sekolah pusat kota alias pepet jalan raya jalan tikus rusak parah not taking the risk getting trapped there
Sun Aug 31 15:37:34 +0000 2025,@budiwsso Berdasarkan info terkini dari berita seperti Tempo dan Kompas (31 Ags 2025) tidak ada demo besar hari ini di Jakarta tapi ada dampak sisa dari 29 Ags: beberapa halte Transjakarta rusak lalu lintas di Senayan &amp; sekitar mungkin terganggu. Jalur Pasar Senen-Grogol (via jalan,user dasar info kini berita tempo kompas ags demo besar jakarta dampak sisa ags halte transjakarta rusak lintas senayan ganggu jalur pasar senen grogol jalan
Sun Aug 31 15:35:41 +0000 2025,@banan4y_ klaim ke negara secara hukum sih adaa biasanya case jalan rusak yg berujung kecelakaan lantas. pake mekanisme gugatan dgn dasar PMH (1365 kuhper) tapi mungkin problem nya di pembuktiann. gimana mau buktiin kalo situasinya sendiri chaos cctv mati pelakunya sulit di identify..,user klaim negara hukum adaa case jalan rusak ujung celaka lantas pakai mekanisme gugat dasar pmh kuhper problem pembuktiann gimana buktiin kalo situasi chaos cctv mati laku sulit identify
Sun Aug 31 15:28:12 +0000 2025,Jadi kalo km males baca urutannya gini secara domino effect Kamu vote prabowo karena malas baca &gt; Prabowo jadi presiden &gt; Gaji DPR dinaikin (padahal itu semua uang pajak) &gt; Rakyat demo &gt; Provokator dikerahkan &gt; MRT rusak dibakar &gt; Mobilitas ga jalan.,kalo malas baca urut gin domino effect vote prabowo malas baca prabowo presiden gaji dpr dinaikin uang pajak rakyat demo provokator kerah mrt rusak bakar mobilitas jalan
Sun Aug 31 15:14:55 +0000 2025,@tanyarlfes Miyako Dah 4 tahun lebih mati kalau aku lagi jalan keluar aja. Kunci kipas angin ngga gampang rusak tuh cuma perlu rajin rajin di bersihin aja,user miyako dah mati jalan kunci kipas angin ngga gampang rusak tuh rajin rajin bersihin
Sun Aug 31 15:05:38 +0000 2025,Mau ngapain sih? Mau perang kah? Mending klean pada baikin jalan rusak d daerah² like in 2006. Drpd ngerusuhin rakyat yg berjuang buat bayarin gaji kalian itu. Oh dan kolor kalian. Either its matcha or what idc sami mawon.,ngapain perang kah mending klean baikin jalan rusak daerah like ngerusuhin rakyat juang bayarin gaji kolor either its matcha what idc sami mawon
Sun Aug 31 14:55:09 +0000 2025,media semuanya hening pasukan orange lagi bebenah bersih bersih semua yg rusak.. nampaknya semua tenang. tapi tadi gue melewati samping jalan yg tentrem banyak yg lagi istirahat tapi di ujung jalan banyak yg lagi piting leher orang tanpa suara tanpa cahaya,media hening pasu orange bebenah bersih bersih rusak nampaknya tenang lewat samping jalan tentrem istirahat ujung jalan piting leher orang cahaya
Sun Aug 31 14:33:00 +0000 2025,Tadi sore lewat jalan Slamet Riyadi masih ada bekas2 demonya... coret2an di aspal screen yg di halte BST juga rusak lampu merah ada yg dirusak bekas pembatas jalan yg dibakar juga masih ada,sore jalan slamet riyadi bekas demo coret aspal screen halte bst rusak lampu merah rusak bekas batas jalan bakar
Sun Aug 31 14:21:49 +0000 2025,jalan situ rusak makin rusak,jalan rusak rusak
Sun Aug 31 14:12:28 +0000 2025,TURUN KEJALAN YANG MANA?? ORANG SEMUA JALAN AJA RUSAK MALAS,turun jalan orang jalan rusak malas
Sun Aug 31 13:50:22 +0000 2025, Perusakan hanyalah jalan pintas menuju kehancuran bangsa. ️ BERSAMA MENJAGA INDONESIA https://t.co/cwvERETTnN,rusa jalan pintas hancur bangsa jaga indonesia url
Sun Aug 31 13:37:19 +0000 2025,Tadi sore keluar rumah buat belanja bulanan sepanjang jalan slamet riyadi banyak pot-pot tanaman yg rusak tiang lampu pada copot dan vandalisme dimana-mana,sore rumah belanja bulan jalan slamet riyadi pot pot tanam rusak tiang lampu copot vandalisme
Sun Aug 31 13:26:11 +0000 2025,@ninemoirai naahh ya ampun kesal aku jg denger dangdutan semalem. gak inget apa itu sarana prasarana publik sampai rusak jalanan macet bakar ban mobil di tengah jalan suasana mencekam.... mereka malemnya hura hura.... dangdutan,user naahh ampun kesal denger dangdut semalem inget sarana prasarana publik rusak jalan macet bakar ban mobil jalan suasana cekam malemnya hura hura dangdut
Sun Aug 31 13:11:46 +0000 2025,bs gk itu bu puan yg mau gantiin motor mas affan YG JELAS GK RUSAK. mnding bikin reka adegan dan duduk tengah jalan biar nnti me suruh papi i buat tabrak tabrak masok,puan gantiin motor affan rusak mnding reka adegan duduk jalan biar nnti suruh papi tabrak tabrak masok
Sun Aug 31 12:31:41 +0000 2025,@Riodiscuss Bused enak bgt pejabat nya. Uang pajak di makan sendiri.jalan di Bekasi rusak bhkn sampe ada yg meninggal. Lu rela? Otak pake. Kemana uang itu dan Lo bilang jgn provokasi?,user bused enak jabat uang pajak makan jalan bekas rusak bhkn sampe tinggal rela otak pakai mana uang bilang provokasi
Sun Aug 31 11:57:18 +0000 2025,Emg paling lucu tuh ngeliat para kelas menengah ngomel² urusan fasilitas rusak demo penyebab macet dsbnya sih. Sedang kenikmatan yg dia dapetin sekarang itu ya dari orang-orang yg panas panasan turun ke jalan. Padahal lu semua lebih mendekati kemiskinan daripada jd kaya bodoh.,lucu tuh ngeliat kelas tengah ngomel urus fasilitas rusak demo sebab macet dsbnya nikmat dapetin orang orang panas panas turun jalan dekat miskin kaya bodoh
Sun Aug 31 11:28:33 +0000 2025,Orang Bekasi mah padahal gak ngapa2in. Jalan rusak air mati pada santuy semua. Ini bukan orang Bekasi!,orang bekas ngapa jalan rusak air mati santuy orang bekas
Sun Aug 31 11:22:27 +0000 2025,Kalau mobil tiap hari lewatin jalan rusak dan berlobang udah pasti yang diserang duluan itu kaki-kaki mobil Makanya kadang ada bunyi kletek- kletek setir goyang sampai ban aus nggak rata Tapi tenang aja semua itu bisa diatasi di DAWIR AUTOMOBILE bengkel spesialis https://t.co/uryEHs3Kia,mobil lewatin jalan rusak berlobang serang duluan kaki kaki mobil bunyi kletek kletek setir goyang ban aus tenang atas dawir automobile bengkel spesialis url
Sun Aug 31 10:54:49 +0000 2025,@kimhyeokk samaaa aku jg pakenya pas haid doang udh pernah coba pake yg tape murah itu sering copot di jalan kan syg kuku nya.. trus gel dikasih sinar uv kuat tapi kuku palsunya rusak tebel gitu bekas gel nya kalo pake lem kek lem korea itu skip sih serem takut rusak kuku kita,user pakenya haid udh coba pakai tape murah copot jalan sayang kuku gel kasih sinar kuat kuku palsu rusak tebel bekas gel kalo pakai lem kek lem korea skip rem takut rusak kuku
Sun Aug 31 10:21:07 +0000 2025,Duit terbatas buat rakyat buat pejabat duit negara unlimited masih bego aja jadi rakyat negara goblok ini doyan berbisnis dengan rakyat pajak tahunan mobil beda ratusan persen dengan negara asean lain tapi jalan raya hancur rusak macet sampah.,duit batas rakyat jabat duit negara unlimited bego rakyat negara goblok doyan bisnis rakyat pajak tahun mobil beda ratus persen negara asean jalan raya hancur rusak macet sampah
Sun Aug 31 09:05:12 +0000 2025,mak gw nelpon takut gw kejebak atau ikutan demo di jakarta padahal anaknya tinggal di tangerang yg adem ayem bgt ini masalah disini cuma jalan rusak sm banjir doang ,mak nelpon takut jebak ikut demo jakarta anak tinggal tangerang adem ayem jalan rusak banjir
Sun Aug 31 08:51:56 +0000 2025,Kemarin pagi lewat jalan setiap pos polisi di Malang rusak. Rasanya campur aduk sedih dan merinding.,kemarin pagi jalan pos polisi malang rusak campur aduk sedih merinding
Sun Aug 31 08:50:32 +0000 2025,@tomatdachi Darjo udah ga ada pemerintahan yang jalan. Mostly autopilot daridulu. Palingan yang ikut aksi ya melipir ke surabaya sama kaya pas demo buruh kemaren jadi percuma demo di kota sidoarjo dapat hikmah nya aja Fasilitas umum baru aja bagus tahun ini sayang klo di rusak,user darjo perintah jalan mostly autopilot daridulu paling aksi melipir surabaya kaya demo buruh kemaren demo kota sidoarjo hikmah fasilitas bagus sayang rusak
Sun Aug 31 08:47:10 +0000 2025,jalanan sepi banget halte n jalan tol pada rusak n kebakar abis,jalan sepi halte jalan tol rusak bakar abis
Sun Aug 31 08:32:59 +0000 2025,@acsivd @tanyarlfes Itu dia bingung kalo halte rusak kayaknya mah nihil soalnya haltenya gede bgt masalahnya bisnya jalan apa kagak gtu,user user bingung kalo halte rusak kayak nihil halte gede bis jalan kagak gtu
Sun Aug 31 08:29:29 +0000 2025,krn rumah di deket gedung DPR dari hari jumat tu menghindari jalan Gatot Subroto. dan hari ini iseng balik anterin adek yg di ma'had lewat gatsu. jalannya sepi pos polisi di petamburan hancur halte tj petamburan pun rusak tp ngga serusak yg di senen dan deket gbk,rumah deket gedung dpr hindar jalan gatot subroto iseng anterin adek had gatsu jalan sepi pos polisi tambur hancur halte tambur rusak ngga rusak senen deket gbk
Sun Aug 31 08:05:44 +0000 2025,fuck y'all people yg gak marah soal kebijakan jelek gak dukung aksi dan tujuan org turun ke jalan gak respon apa apa pas bahkan udh ada korban. tp fafifu wasweswos banyak bacot pas yg muncul berita fasilitas rusak. you knew nothing but you just fuckin' sit there to blame,fuck all people marah bijak jelek dukung aksi tuju orang turun jalan respon udh korban fafifu wasweswos bacot muncul berita fasilitas rusak you knew nothing but you just fuckin sit there blame
Sun Aug 31 08:01:56 +0000 2025,Masih satu darah satu atap sewaktu kecil dengan kedua sepupu. Satu turun jalan. Satu lagi teriak jangan rusak polda/markas TNI Bingung Harus empati ke siapa.,darah atap sepupu turun jalan teriak rusak polda markas tni bingung empati
Sun Aug 31 07:53:34 +0000 2025,@prastow Om sekalian saja ....jalan Kebon Sirih Raya itu sejak dahulu tidak pernah halus nyaman buat dilewati. Baik dengan roda 2 atau roda 4.....baru diaspal halus sudah rusak bergelombang lagi karena galian FO dan saluran.... padahal itu lokasinya tidak jauh dari Balaikota DKI,user jalan kebon sirih raya halus nyaman lewat roda roda aspal halus rusak gelombang gali salur lokasi balaikota dki
Sun Aug 31 07:49:41 +0000 2025,Karnaval Perayaan Kemerdekaan Warga Rejasari Kota Banjar Parodikan Perbaiki Jalan Rusak Penuh Air https://t.co/T4iwsxERyq,karnaval raya merdeka warga rejasari kota banjar parodi baik jalan rusak penuh air url
Sat Aug 30 22:30:46 +0000 2025,@sheldon24james iya diaspora di Aussie pernah menyuarakan jalan rusak di lampung diaa,user diaspora aussie suara jalan rusak lampung diaa
Sat Aug 30 22:09:25 +0000 2025,penasaran si polisi2 ini emang udah dari hati nya rusak apa emang mereka di brainwash sii?? kek gue jalan senggol orang aja langsung gaenak hati loh ini mereka tembak2 bunuh orang biasa aja gituu dan itu bukan musuh itu rakyat biasa lohh,penasaran polisi hati rusak brainwash sii kek jalan senggol orang langsung gaenak hati loh tembak bunuh orang gituu musuh rakyat lohh
Sat Aug 30 21:51:44 +0000 2025,Besok kabarnya ada demo ya di Kuningan Jawa Barat mau ke DPRD. Nitip jangan sampe ngebakar gedungnya. Kasihan Kuningan anggarannya dikit banyak cerita gaji ASN tenaga lepas guru pada gagal dibayar masa mau ngutang lagi buat benerin gedung. Mending buat jalan rusak juga.,besok kabar demo kuningan jawa barat dprd nitip sampe ngebakar gedung kasihan kuningan anggar dikit cerita gaji asn tenaga lepas guru gagal bayar ngutang benerin gedung mending jalan rusak
Sat Aug 30 21:44:41 +0000 2025,demo boleh tapi pls jangan rusak fasum diri ini balik kerja jam 4 subuh merindingggg di jalan,demo tolong rusak fasum kerja jam subuh merinding jalan
Sat Aug 30 20:19:10 +0000 2025,Tolong jangan rusak fasilitas publik yg rugi jg kalian kita nanti ada anggaran perbaikan yg fantastis ujung-ujungnya dikorupsi! Td lihat banyak jg yg ambilin besi rambu jalan Kalau milik anggota DPR gw sebagai rakyat jelata bs tutup mata krn emg mrk bajingan perampok!,tolong rusak fasilitas publik rugi anggar baik fantastis ujung ujung korupsi lihat ambilin besi rambu jalan milik anggota dpr rakyat jelata tutup mata bajing rampok
Sat Aug 30 18:56:00 +0000 2025,@zaprillio @mas_triadhianto Lah jalan rusak jembatan 7-8 ge belonan nih wkwkwk,user user jalan rusak jembatan bon nih wkwkwk
Sat Aug 30 18:54:55 +0000 2025,Jangka pendek ketika Darurat militer itu terjadi : Jam malam dan pembatasan pergerakan membuat pasar toko dan pabrik tutup lebih cepat atau tidak beroperasi. Jalan jembatan pelabuhan dan fasilitas publik rusak biaya perbaikan tinggi Pariwisata lumpuh.,jangka pendek darurat militer jam malam batas gera pasar toko pabrik tutup cepat operasi jalan jembatan labuh fasilitas publik rusak biaya baik pariwisata lumpuh
Sat Aug 30 18:35:09 +0000 2025,@puanmaharani_ri Baca pidatonya bagus tapi implementasi ke masyarakat nol Petani sulit mendapatkan pupuk dan harga pupuk tinggi. Bahkan disuguhin pupuk palsu dan oplosan. Jalan di daerah terpencil rusak tidak diperhatikan Sekolah banyak yang rusak berat tidak layak utk kegiatan belajar mengajar,user baca pidato bagus implementasi masyarakat nol tani sulit pupuk harga pupuk disuguhin pupuk palsu oplos jalan daerah pencil rusak perhati sekolah rusak berat layak utk giat ajar ajar
Sat Aug 30 17:16:52 +0000 2025,Respect buat teman teman yg demo hari ini. Ungkapan kekecewaan mereka mewakili pikiran saya yg selalu ngedumel saat melewati jalan rusak risih dgn dewan yg kerjaannya mecil siap serta politikus yang nyambi jadi admin account repost.,respect teman teman demo ungkap kecewa wakil pikir ngedumel lewat jalan rusak risih dewan kerja mecil politikus nyambi admin account repost
Sat Aug 30 17:15:45 +0000 2025,Kita butuh influencer2 kayak densu yg brani turun ke jalan dan pesannya bukan provokasi. Gw suka pesan2 yg dia berikan disitu. Intinya demo dan protes hak kita semua tapi lakukan dengan cara yang beradab : - jangan anarkis - jangan rusak fasum - jangan merugikan orang lain - https://t.co/yuNga9EwYL,butuh influencer kayak densu brani turun jalan pesan provokasi suka pesan inti demo protes hak laku adab anarkis rusak fasum rugi orang url
Sat Aug 30 17:09:53 +0000 2025,gais pls di tengah keadaan yg udah rusak bgt ini ayo kita sama sama usaha. kalo kalian ga bisa turun ke jalan tolong berisik di sosmed kasih tau org terdekat kamu edukasi mereka. krn kalau yg berjuang orangnya itu itu aja hasilnya akan gini gini aja,gais tolong rusak ayo usaha kalo turun jalan tolong berisik sosmed kasih tau orang dekat edukasi juang orang hasil gin gin
Sat Aug 30 16:49:22 +0000 2025,STOP RUSAK FASUM DGN ALASAN YG GA JELAS DAN GA MASUK DI OTAK!! STOP BEING ANARKIS!! STOP FOMO IKUTAN DEMO TANPA TAU TUNTUTAN YANG DITUNTUT KE PEMERINTAH!! BACA SEMUA DULU PAHAMI BARU TURUN KE JALAN!! JANGAN BISANYA CUMA RUSAK FASUM!!,stop rusak fasum alas masuk otak stop being anarkis stop fomo ikut demo tau tuntut tuntut perintah baca paham turun jalan rusak fasum
Sat Aug 30 16:46:39 +0000 2025,benci banget sama orang-orang yang ngerusakin fasilitas umum. itu udah bukan bagian dari aksi demo tapi ulah provokator. fasilitas umum yang mereka rusak itu bisa aja jalan mereka satu-satunya yang mereka bisa pake. kenapa harus dirusak ,benci orang orang ngerusakin fasilitas aksi demo ulah provokator fasilitas rusak jalan pakai rusak
Sat Aug 30 16:41:42 +0000 2025,tadi pas aku jalan pulang parcok udah pada bawa tongkat (kayak tongkat pramuka) btw. persiapan gangster ya allah mereka tuh kenapa pada tolol yang malah merusak dan fomo ya? jangan sampe pajak kita diambil lagi buat bangun kantornya yang rusak hmm,jalan pulang parcok bawa tongkat kayak tongkat pramuka ngomong-ngomong siap gangster allah tuh tolol rusak fomo sampe pajak ambil bangun kantor rusak hmm
Sat Aug 30 16:41:41 +0000 2025,@Fitriayo8 Anis utangnya miliaran perusahaan gak punya. Kerjaan gak jelas cuma jadi pembicara. Mau bayar pake apa kalo gak korupsi saat jadi presiden. Ganjar di ketek mega jalan di Jateng aja banyak rusak. Yang masih masuk akal ya Prabowo. Lumayan udah dpt banyak koruptor di awal2 tahun.,user anis utang miliar usaha kerja bicara bayar pakai kalo korupsi presiden ganjar ketek mega jalan jateng rusak masuk akal prabowo lumayan koruptor
Sat Aug 30 16:39:09 +0000 2025,@uolfie Penerangan jalan dimatikan atau rusak?,user terang jalan mati rusak
Sat Aug 30 16:29:15 +0000 2025,Gaes ayo lebih bijak ingat tujuan di awal Jgn rusak fasum gedung² kantor polisi Itu semua milik kita dibangun pake uang kita jgn biarkan pintu korupsi terbuka lebih lebar dg dalih perbaikan fasilitas Stay safe yg turun ke jalan yaa,gaes ayo bijak tuju rusak fasum gedung kantor polisi milik bangun pakai uang biar pintu korupsi buka lebar dalih baik fasilitas stay safe turun jalan yaa
Sat Aug 30 16:14:10 +0000 2025,@ceezycei @biasalahanakmud lo aja sono yg bangun sekolah. Lagi kek gini rakyat ga kepikiran buat bangun sekolah atau perbaiki jalan rusak,user user sono bangun sekolah kek gin rakyat pikir bangun sekolah baik jalan rusak
Sat Aug 30 16:11:51 +0000 2025,Rusak fasum dan jarah toko tuh gunanya apa? Kan demonya ke dpr atau pemerintah kenapa ngerusak segala papan di jalan juga?,rusak fasum jarah toko tuh demo dpr perintah ngerusak papan jalan
Sat Aug 30 16:00:10 +0000 2025,@PT_Transjakarta @infotije Makasih infonya min alhamdulillah sy sdh sampe rumah untung pulang lebih cepat.. Ya Alloooh sampai kpn spt ini kl gk ada TJ mau naik apa kr hg yg paling ke jangkau masa mau jalan 30km PP??. . Kawan2 yg demo pliss ya jgn rusak fasum,user user info min sampe rumah untung pulang cepat alloh spt jangkau jalan kawan demo pliss rusak fasum
Sat Aug 30 11:41:50 +0000 2025,5 tahun hidup di taiwan ga pernah liat jalan berlobang / rusak.. kalo ada pun itu kek auto langsung jd proyek roro jonggrang sehari semalem kelardan jg aku kan disini magang fulltime as foreigner yg dimana gaji aku perbulan dipotong 6%.. TAPI.. .-,hidup taiwan lihat jalan berlobang rusak kalo kek auto langsung proyek roro jonggrang semalem kelardan magang fulltime foreigner gaji bulan potong
Sat Aug 30 11:37:24 +0000 2025,jadi keinget tanaman di sepanjang jalan solo yang dirusak. mereka ini yang ngerawat dan nyiramin tanamannya tiap pagi atau sore sedih liatnya sekarang pada rusak ‍,keinget tanam jalan solo rusak ngerawat nyiramin tanam pagi sore sedih lihat rusak
Sat Aug 30 11:12:33 +0000 2025,@cchobi79 @MiskinTV_ @MarvelStudios @Marvel Harga patung Iron Man life-size bervariasi tergantung kualitas. Yang premium seperti Queen Studios Mark 85 sekitar Rp 200-270 juta (USD 13K-17K). Di Tokopedia ada replika murah mulai Rp 69 juta. Yang rusak di jalan itu mungkin cuma Rp 50-100 ribu aja kayak pinata atau kostum,user user user user harga patung iron man life size variasi gantung kualitas premium queen studios mark juta usd tokopedia replika murah juta rusak jalan ribu kayak pinata kostum
Sat Aug 30 11:12:16 +0000 2025,@swextdemon bukan masih ada pekerja retail f&amp;b satpam mall &amp; kantor yg ttp hrs masuk kerja krn mall &amp; gedung ga tutup. masih ada supir taksi &amp; ojol yg hrs ttp kerja ke jalan krn ya pendapatannya harian belum teknisi &amp; tukang bersih2 yg hrs kerja jg krn transum yg rusak krn provokator.,user kerja retail fdanb satpam mall kantor hrs masuk kerja mall gedung tutup supir taksi ojol hrs kerja jalan dapat hari teknisi tukang bersih hrs kerja transum rusak provokator
Sat Aug 30 11:11:57 +0000 2025,@lattebiscoff bukan masih ada pekerja retail f&amp;b satpam mall &amp; kantor yg ttp hrs masuk kerja krn mall &amp; gedung ga tutup. masih ada supir taksi &amp; ojol yg hrs ttp kerja ke jalan krn ya pendapatannya harian belum teknisi &amp; tukang bersih2 yg hrs kerja jg krn transum yg rusak krn provokator.,user kerja retail fdanb satpam mall kantor hrs masuk kerja mall gedung tutup supir taksi ojol hrs kerja jalan dapat hari teknisi tukang bersih hrs kerja transum rusak provokator
Sat Aug 30 11:05:37 +0000 2025,Percayalah... Kerusakan yang dilakukan oleh rakyat itu tidak seberapa dibanding kerusakan yang dilakukan oleh para elit.. Kalau rakyat marah yang rusak hanya jalan dan gedung. Tapi kalau elit rusak yang hancur adalah negara dan masa depan bangsa...,percaya rusa rakyat banding rusa elit rakyat marah rusak jalan gedung elit rusak hancur negara bangsa
Sat Aug 30 10:50:05 +0000 2025,aku masi ngeliat story orang orang pot pot yg ditengah jalan tu pada rusak semua yaa allah solo,mas ngeliat story orang orang pot pot tengah jalan rusak yaa allah solo
Sat Aug 30 10:29:50 +0000 2025,GW BARU LIAT INI BUSETT 150jt dikali brp orng yg join klo buat memperbaiki fasilitas rusak gaji guru jalan bolong bolong kan lumayaan. ini malah buat bayar buzzer coyy. kalo ntar ada liat influencer yg post video damai damai berarti dia buzzer yg gk berhati nurani itu https://t.co/02gucijcnJ,lihat busett kali brp orng join baik fasilitas rusak gaji guru jalan bolong bolong lumayaan bayar buzzer coyy kalo ntar lihat influencer post video damai damai buzzer hati nurani url
Sat Aug 30 10:23:12 +0000 2025,@rkivekooks gak papa jee tempat ku hutan Kalimantan gada yang demo paling demo jalan rusak ,user papa jee hutan kalimantan tidak ada demo demo jalan rusak
Sat Aug 30 10:19:16 +0000 2025,massa ditunggangi pusat kota fasumnya rusak parah dan gw cuma bisa berharap yang turun ke jalan dan yang hilang bisa tetap selamat bisa tetap pulang ke rumah.,massa tunggang pusat kota fasumnya rusak parah harap turun jalan hilang selamat pulang rumah
Sat Aug 30 10:05:45 +0000 2025,Demo damai itu pilihan penjarahan bukan jalan kita. Ingat Damailah Negeriku jangan rusak harapan rakyat kecil https://t.co/eINKXgsTM3,demo damai pilih jarah jalan damai negeri rusak harap rakyat url
Sat Aug 30 09:59:13 +0000 2025,alamak abis lewat jalan tugu pahlawan bisa2nya pos polisinya di rusak gk abis pikir cug kok yo isok ngono rek rek piye iki arek2 suroboyo kalau emang provokator yg ancurin ya tangkap la provokator cuma 1 2 bijik orang doank lu pada ratusan tangkep gebukin sampe ancur,abis jalan tugu pahlawan pos polisi rusak abis pikir cug isok ngono rek rek piye iki arek suroboyo provokator ancurin tangkap provokator bijik orang doank ratus tangkep gebukin sampe ancur
Sat Aug 30 09:54:42 +0000 2025,Udah ya stop ya ngeliat bbrp koridor busway mulai jalan normal lagi smg emg udh kondusif. Yuk tertib marahnya lebih tepat sasaran jgn rusak fasilitas transum percuma DPR ga naik transum yang rugi kita2 juga. Datengin aja rumah anggota DPR satu2 jgn lupa bawa batu yg banyak,stop ngeliat bbrp koridor busway jalan normal moga udh kondusif yuk tertib marah sasar rusak fasilitas transum dpr transum rugi datengin rumah anggota dpr lupa bawa batu
Sat Aug 30 09:52:54 +0000 2025,Gila guys gw lewat gedung d a n a n t a r a tadi sekitaran daerah ditu banyak tulisan dari pilox isilop anjing isilop pembunuh di dinding sama pembatas jalan tadi sama sebelum daerah situ jg halte-halte ada 2 yg gosong 1 hancur/rusak,gila guys gedung sekitar daerah ditu tulis pilox isilop anjing isilop bunuh dinding batas jalan daerah halte halte gosong hancur rusak
Sat Aug 30 09:31:34 +0000 2025,Halte TJ Bundaran Senayan sampe Polda Metro Jaya baik yg di tengah maupun pinggir jalan hangus semua. Stasiun MRT Istora Mandiri yg depan GBK pintunya banyak yg rusak. Halte TJ Benhil sampe MH Thamrin depan Sarinah untungnya aman.,halte bundar senayan sampe polda metro jaya pinggir jalan hangus stasiun mrt istora mandiri gbk pintu rusak halte benhil sampe thamrin sarinah untung aman
Sat Aug 30 09:21:38 +0000 2025,Pasca aksi unjuk rasa yang berlangsung pada 29 Agustus lalu Dinas Bina Marga DKI Jakarta langsung bergerak cepat Kami lewat Pasukan Kuning melakukan: Perapihan MCB Perbaikan pagar jalan yang rusak Berkolaborasi bersama melakukan pembersihan lokasi pasca aksi unjuk rasa https://t.co/1QO6lQBrxH,pasca aksi unjuk agustus dinas bina marga dki jakarta langsung gerak cepat pasu kuning perapihan mcb baik pagar jalan rusak kolaborasi bersih lokasi pasca aksi unjuk url
Sat Aug 30 09:02:12 +0000 2025,@evalez_fr Kendaraan Taktis disamain Agya.. entah begok atau tolol gakan rusak kecuali dilempar ebom.. jalan segitu gede malah panik nabrakin ke org.. dulu masuk parcok nya jalur apa sik nih org?,user kendara taktis disamain agya begok tolol gakan rusak lempar ebom jalan gede panik nabrakin orang masuk parcok jalur sik nih orang
